 ,Area,Mean,X,Y,XM,YM
834,0,25,367.000,193.000,367,193
835,0,25,11.000,185.000,11,185
836,0,25,479.000,184.000,479,184
837,0,25,63.000,184.000,63,184
838,0,25,107.000,68.000,107,68
839,0,24,32.000,242.000,32,242
840,0,24,497.000,210.000,497,210
841,0,24,29.000,169.000,29,169
842,0,24,12.000,169.000,12,169
843,0,23,16.000,81.000,16,81
